識別碼	上層識別碼	地名	級別	代碼
114	15	廣儲西	6	12
115	15	保東	6	13
116	15	保西	6	14
117	15	長興上	6	15
118	15	長興下	6	81
119	15	永康上中	6	16
120	15	永康下	6	17
121	15	仁和	6	18
122	15	新昌	6	19
123	15	永寧	6	20
124	15	文賢	6	21
125	15	仁德南	6	22
126	15	仁德北	6	23
127	15	歸仁南	6	24
128	15	永豐	6	25
129	15	外新豐	6	26
130	15	內新豐	6	27
131	15	崇德西	6	28
132	15	依仁	6	29
133	15	長治一圖	6	30
134	15	長治二圖	6	31
135	15	嘉祥外	6	32
136	15	仁壽上	6	33
137	15	觀音上	6	34
138	15	觀音中	6	35
139	15	觀音內	6	36
140	15	觀音下	6	37
141	15	半屏	6	38
142	15	興隆外	6	39
143	15	興隆內	6	40
144	15	赤山	6	41
145	15	大竹	6	42
146	15	鳳山上	6	43
147	15	鳳山下	6	44
148	15	小竹上	6	45
149	15	小竹下	6	46
150	15	安定里東	2	114
151	15	新化里西	2	115
152	15	麻豆	2	116
153	15	西港仔	2	117
154	15	蕭壟	2	118
155	15	漚汪	2	119
156	15	學甲	2	120
157	15	佳里興	2	121
158	15	茅港尾東	2	122
159	15	茅港尾西	2	123
160	15	赤山	2	57
161	15	善化里東	2	125
162	15	善化里西	2	126
163	17	羅漢內門	6	47
164	17	羅漢外門	6	48
165	17	楠梓仙溪東	6	49
166	17	港東上	6	50
167	17	港東中	6	51
168	17	港東下	6	52
169	17	港西上	6	53
170	17	港西中	6	54
171	17	港西下	6	55
172	17	崇德東	6	56
173	17	嘉禾	6	57
174	17	善餘	6	58
175	17	新園	6	59
176	17	宣化	6	60
177	17	仁壽	6	61
178	17	德和	6	62
179	17	至厚	6	63
180	17	興文	6	64
181	17	咸昌	6	65
182	17	永靖	6	66
183	17	安定	5	82
184	17	長樂	5	67
185	17	治平	5	68
