識別碼	上層識別碼	地名	級別	代碼
158	17	河溝頭街	2	3083
159	6	詔安厝	2	3222
160	22	下埤頭	2	146
161	22	東勢	2	145
162	25	下牛磨車	2	147
163	25	大龍峒	2	148
164	49	崁頂	2	149
165	49	客仔厝	2	150
166	49	八張犁	2	151
167	49	後庄仔	2	152
168	49	堀仔頭	2	153
169	49	下庄仔	2	154
170	49	港仔尾	2	3042
171	54	番仔園	2	156
172	54	三抱竹	2	157
173	54	浮洲	2	3140
174	56	洲仔	2	159
175	56	番仔埔	2	160
176	56	楛腳	2	3141
177	56	下溪洲	2	162
178	56	中溪洲	2	3142
179	56	頂溪洲	2	164
180	63	第二崁	2	165
181	63	第三崁	2	166
182	63	溪頭	2	167
183	63	新埔	2	3143
184	63	大埔尾	2	169
185	63	第四崁	2	3144
186	63	第一崁	2	3145
187	63	中洲	2	172
188	64	二八張	2	173
189	64	枋寮	2	174
190	64	廟仔尾	2	175
191	64	山腳	2	176
192	64	瓦瑤	2	177
193	65	水尾	2	178
194	65	芎蕉腳	2	2029
195	66	牛埔	2	179
196	66	灰瑤	2	180
197	70	頂溪洲	2	164
198	70	下溪洲	2	162
199	71	潭墘	2	181
200	71	秀朗	2	182
201	72	下秀朗	2	183
202	72	尖山腳	2	184
203	72	虎吼口	2	3146
204	73	頂南勢角	2	186
205	73	外南勢角	2	187
206	73	橫路鹿寮	2	188
207	75	員林	2	189
208	75	土城	2	190
209	75	貨饒	2	191
210	76	埤塘	2	3147
211	76	內柑林埤	2	192
212	77	內冷水坑	2	193
213	77	外冷水坑	2	194
214	78	內藤寮坑	2	3148
215	78	外藤寮坑	2	196
216	79	溪尾	2	197
217	79	中洲仔	2	198
218	79	頂埔內	2	199
219	79	溪頭	2	167
220	79	牛角坑	2	3149
221	80	內媽祖田	2	3150
222	80	外媽祖田	2	3090
223	83	大安寮	2	204
224	83	大暖坑	2	3151
225	83	石壁寮	2	206
226	85	西盛	2	207
227	85	舊仔林	2	208
229	4	西門街	2	4
230	4	北門街	2	3
240	4	撫臺街	2	5
241	4	北門口街	2	138
242	4	新北門街	2	6
243	4	府後街	2	7
244	4	書院街	2	9
245	4	石坊街	2	4319
246	4	小南門街	2	3135
247	4	文武街	2	8
248	4	東門街	2	12
249	4	南門街	2	13
256	92	番仔園	2	156
257	92	三抱竹	2	157
258	92	浮洲	2	3140
259	94	洲仔	2	159
260	94	番仔埔	2	160
261	94	楛腳	2	3141
262	94	下溪洲	2	162
263	94	中溪洲	2	3142
264	94	頂溪洲	2	164
265	101	第二崁	2	165
266	101	第三崁	2	166
267	101	溪頭	2	167
268	101	新埔	2	3143
269	101	大埔尾	2	169
270	101	第四崁	2	3144
271	101	第一崁	2	3145
272	101	中洲	2	172
273	102	二八張	2	173
274	102	枋寮	2	174
275	102	廟仔尾	2	175
276	102	山腳	2	176
277	102	瓦瑤	2	177
278	103	水尾	2	178
279	103	芎蕉腳	2	2029
280	108	頂溪洲	2	164
281	108	下溪洲	2	162
282	109	潭墘	2	181
283	109	秀朗	2	182
284	110	下秀朗	2	183
285	110	尖山腳	2	184
286	110	虎吼口	2	3146
287	111	頂南勢角	2	186
288	111	外南勢角	2	187
289	111	橫路鹿寮	2	188
290	113	員林	2	189
291	113	土城	2	190
292	113	貨饒	2	191
293	114	埤塘	2	3147
294	114	內柑林埤	2	192
295	115	內冷水坑	2	193
296	115	外冷水坑	2	194
297	116	內籐寮坑	2	3097
298	116	外籐寮坑	2	196
299	117	溪尾	2	197
300	117	中洲仔	2	198
301	117	頂埔內	2	199
302	117	溪頭	2	167
303	117	牛角坑	2	3148
304	118	內媽祖田	2	3149
305	118	外媽祖田	2	3090
306	121	大安寮	2	204
307	121	大暖坑	2	3150
308	121	石壁寮	2	206
309	123	西盛	2	207
310	123	臼仔林	2	208
311	124	劍潭	2	209
312	125	大直	2	210
313	126	福德洋	2	3152
314	126	舊街	2	29
315	126	洲尾頭	2	3153
316	126	山仔腳	2	214
317	126	下樹林	2	3154
318	127	林仔口	2	216
319	127	溪洲仔	2	217
320	129	社仔	2	218
321	129	後港墘	2	219
322	129	葫蘆堵	2	220
323	129	渡仔頭	2	221
324	129	三角埔	2	222
325	130	崙仔頂	2	223
326	130	溪洲底	2	224
327	130	溪尾沙	2	3155
328	130	溪洲仔	2	217
329	131	德行	2	211
330	131	湳雅	2	212
332	132	大石角	2	230
333	132	玉稠湖	2	3035
334	133	大稻埕	2	232
335	133	三角埔	2	222
336	133	玉潮坑	2	233
337	133	猴硐	2	3157
338	135	草山	2	235
339	135	山仔後	2	236
340	135	山豬湖	2	237
341	135	磺溪內	2	3080
342	135	冷水坑	2	3158
343	136	頭湖	2	240
344	136	大庄	2	241
345	136	竹篙嶺	2	3159
347	138	狗慇懃	2	3161
348	139	內雙溪	2	246
349	139	外雙溪	2	252
351	140	莊仔頂	2	247
352	140	拔仔埔	2	248
353	142	尾崙	2	249
354	142	燒庚寮	2	250
355	142	新安	2	3162
356	143	內湖港墘	2	253
357	143	內湖山腳	2	254
358	143	內湖見頭	2	3163
359	143	新坡尾	2	262
360	143	番仔陂	2	2217
361	144	洲尾	2	255
362	144	羊稠	2	256
363	144	灣仔	2	257
364	144	粉寮	2	689
365	145	北勢湖	2	259
366	145	洲仔	2	159
367	144	內溝	2	268
368	144	五份	2	266
369	144	十四份	2	265
370	144	白石湖	2	270
371	144	葫蘆洲	2	264
372	144	十四份陂內	2	269
373	144	內溝火炭坑	2	267
374	147	紗帽山	2	271
375	147	十八份	2	226
376	147	山腳	2	176
377	151	關渡	2	227
378	151	嗄嘮別	2	228
379	158	砲臺埔番外	2	2710
380	158	三層厝街	2	3166
381	158	龍目井街	2	291
382	158	公館口街	2	287
383	158	暗街仔街	2	3164
384	158	暗街仔	2	737
385	158	砲臺埔街	2	2940
386	158	後街仔街	2	283
387	158	布埔頭街	2	284
388	158	草店尾街	2	55
389	158	東興街	2	286
390	158	永吉街	2	279
391	158	新店街	2	36
392	158	協興街	2	277
393	158	福興街	2	289
394	158	烽火街	2	3167
395	158	九坎街	2	278
396	158	砲臺埔	2	292
397	158	庄仔內	2	293
398	161	油車口	2	294
399	161	中崙仔	2	295
400	165	大牛稠	2	296
401	165	店仔後	2	297
402	165	頂田寮	2	3036
403	165	車路腳	2	3014
404	165	下田寮	2	3168
405	165	牛埔仔	2	3066
406	165	前洲仔	2	3169
407	166	水碓	2	273
408	166	安仔內	2	274
409	166	小坑仔頭	2	3170
410	166	雲廣坑頭	2	3171
411	168	相公山	2	3172
413	168	中洲仔	2	198
414	168	後坑仔	2	3173
415	168	三塊厝	2	313
416	168	水汴頭	2	314
417	168	番仔厝	2	315
418	169	田心仔	2	316
419	169	番仔田	2	317
420	169	石頭埔	2	3174
421	169	新埔仔	2	2971
422	169	公埔仔	2	320
423	169	八里堆	2	3175
424	169	後洲仔	2	3176
425	170	番社前	2	3177
426	170	桂竹圍	2	3178
427	170	石頭厝	2	3179
428	170	樹鼻仔	2	3180
429	170	六塊厝	2	327
430	170	溪口	2	3181
431	171	北勢仔	2	3182
432	171	小中寮	2	330
433	171	三角埔仔	2	3183
434	171	崙頂	2	3184
435	171	南豐	2	3185
436	174	樹林口	2	334
437	174	糞箕湖	2	335
438	174	樟栳寮坪	2	3186
439	175	內竿蓁林	2	3187
440	175	外竿蓁林	2	338
441	175	庄仔內	2	293
442	177	土地公鼻	2	340
443	177	關渡埔頂	2	3188
444	177	內小八里坌仔	2	342
445	177	樹梅坑	2	343
446	177	竹圍仔	2	344
447	177	高厝坑	2	3189
448	177	外北勢	2	346
449	178	水尾仔	2	3190
450	178	口湖仔	2	3191
451	178	泉州厝	2	2805
452	178	大竹圍	2	20
453	178	大埤頭	2	3196
454	178	竹圍仔	2	344
455	178	桂花樹	2	3195
456	178	破瓦厝仔	2	3194
457	178	演戲埔腳	2	3193
458	178	後寮	2	356
459	179	大溪	2	363
460	179	南勢埔	2	358
461	179	白石腳	2	359
462	179	瓦瑤坑	2	360
463	179	鄒厝崙	2	3197
464	179	社厝坑	2	3198
465	179	山仔邊	2	357
466	179	百六戛	2	3201
467	179	山仔頂	2	365
468	179	楓樹湖	2	3200
469	179	埔仔頂	2	367
470	179	破布仔腳	2	3199
471	180	田心仔	2	316
472	180	楓仔林	2	994
473	180	店仔街	2	371
474	180	龜仔山	2	372
475	180	菜公坑	2	373
476	180	車埕	2	374
477	181	八連溪頭	2	3079
478	181	石槽仔坑	2	3204
479	181	土地公埔	2	381
480	181	員山仔頂	2	378
481	181	大湖	2	461
482	181	埔尾	2	377
483	181	芋尾崙	2	3206
484	181	內柑宅	2	3205
485	181	大水窟	2	3207
486	181	木屐寮	2	2501
487	181	三板橋	2	3208
489	182	二坪頂	2	3210
490	183	番仔崙	2	3211
491	183	陽住坑	2	3212
492	183	北勢仔	2	3182
493	183	番社後	2	3213
494	183	大片頭	2	3214
495	183	土地公坑	2	3073
496	184	梀板頭	2	3215
497	184	小坑仔	2	392
498	184	番婆林	2	393
499	184	山豬堀	2	3216
500	184	南勢崗	2	396
501	184	海尾	2	395
502	185	舊庄	2	3218
503	185	埔頭	2	3085
504	185	山豬堀	2	3216
505	185	八連溪	2	3217
506	185	四棧橋	2	3219
507	185	茂興店	2	3220
509	182	新庄仔	2	402
510	182	陳厝坑	2	3221
511	182	埔頭坑	2	3328
512	104	牛埔	2	179
513	104	灰瑤	2	180
517	182	番社後	2	3213
518	182	橫山	2	404
519	182	大坑	2	407
520	186	老崩山	2	3223
521	186	尖山湖	2	409
522	186	九芎林	2	410
523	186	大溪墘	2	3063
524	187	石門	2	412
525	187	石崩山	2	3224
526	186	豬槽潭	2	3232
527	186	大坵田	2	3231
528	186	公地	2	3230
529	186	七股	2	3229
530	188	楓林	2	3225
531	188	崁仔腳	2	3226
532	188	下員坑	2	3227
533	188	八甲	2	3228
534	189	水返腳	2	422
535	189	街後	2	423
536	189	下寮	2	424
537	190	保長坑	2	425
538	190	溪洲寮	2	3233
539	190	石門內	2	2221
540	191	鄉長厝	2	3234
541	191	過港	2	3235
542	194	橫科	2	430
543	194	南港仔	2	431
544	194	東勢坑	2	432
545	197	社後頂	2	3236
546	197	社後下	2	434
547	198	樟樹灣	2	435
548	198	番仔寮	2	436
549	199	烘內	2	437
553	200	車坪寮	2	3240
554	200	烘內	2	437
555	200	小溪	2	3241
556	200	雙溪	2	444
557	200	叭嗹港口	2	445
558	201	石硿仔	2	446
559	201	作坡內	2	3242
560	202	姜仔寮	2	3427
561	202	石壁仔	2	3243
562	203	鵠鵠崙	2	3069
563	203	小坑	2	451
564	204	什份寮	2	3244
565	204	月桃寮	2	458
566	204	伍份寮	2	3245
567	204	南山坪	2	3252
568	204	平溪仔	2	462
569	204	頂寮仔	2	3248
570	204	#NAME?	2	458
571	204	石灼坑	2	3249
572	204	望古坑	2	3250
573	204	番仔坑	2	466
574	204	石硿仔	2	446
575	204	乾坑	2	3251
576	204	粗坑	2	464
577	204	幼坑	2	3247
578	204	六份	2	3246
579	204	大湖	2	461
580	205	冬瓜寮坑	2	3261
581	205	石底	2	3257
582	205	火燒寮	2	3255
583	205	番仔坑	2	466
584	205	芊蓁林	2	3256
585	205	芊蓁坑	2	3254
586	205	嶺腳寮	2	3258
587	205	石筍尖	2	3259
588	205	平溪仔	2	462
589	205	柴橋坑	2	3260
591	205	白石腳	2	359
592	205	菁桐坑	2	3262
593	205	薯榔寮	2	3012
601	211	暖暖街	2	3263
602	211	東勢坑	2	432
603	211	西勢坑	2	3264
604	211	外西勢	2	3265
605	211	過港	2	3235
606	212	碇內	2	3266
607	212	溪西股	2	476
608	213	八堵南	2	477
609	213	八堵北	2	3267
610	214	七堵	2	3268
611	214	連柑宅	2	3269
616	217	港口	2	499
617	217	鹿寮	2	3272
618	217	十四坑	2	3273
619	217	樟空湖	2	3274
620	217	七份寮	2	3275
621	217	赤皮湖	2	3276
622	217	興化坑	2	3277
623	218	五堵北	2	3278
624	218	五堵南	2	3279
625	218	下陂	2	3280
626	219	草湳	2	493
627	219	小坑	2	451
628	219	拔西猴	2	3281
629	219	後且且	2	3282
630	221	東勢上股	2	3283
631	221	東勢中股	2	3284
632	221	東勢下股	2	3109
633	221	西勢內寮	2	3287
634	221	西勢面桶寮	2	3286
635	221	西勢仙洞湖	2	3285
636	222	坪林	2	3030
637	223	桀魚坑	2	524
638	223	八份寮	2	525
639	223	滴水仔	2	3293
640	223	坑仔內	2	528
641	223	尪仔上天	2	3291
642	223	頂坪	2	3292
643	223	大寮	2	526
644	222	豎石	2	3289
645	222	中坑	2	2186
646	222	員山仔	2	3290
647	222	蛇仔形	2	523
653	224	四腳亭坑	2	3086
654	224	四腳亭埔	2	537
655	224	楓仔瀨	2	538
656	224	粗坑口	2	539
657	225	大坑埔	2	3297
658	225	大坑內	2	3298
659	226	阿里荖	2	542
660	226	草埔尾	2	543
661	226	竹仔湖	2	3299
662	226	五爪崙	2	3300
663	226	尖仔鹿	2	3301
664	226	阿里磅	2	546
665	226	坪林	2	3030
666	226	小坑	2	451
667	226	石門	2	412
668	227	公館崙	2	549
669	227	磺溪仔	2	3302
670	227	清水溪	2	3303
671	227	芎蕉坪	2	3316
672	227	員潭仔	2	3304
673	227	國聖埔	2	3305
674	227	七甲尾	2	3306
675	227	八斗仔	2	2816
676	227	坑頭	2	3317
677	227	頂寮	2	560
678	227	下寮	2	424
679	227	萬里加投	2	556
680	228	鹿堀坪	2	3308
681	228	大尖山	2	3309
682	228	冷水堀	2	3084
683	228	烏塗炭	2	3312
684	228	苦苓坪	2	3310
685	228	土地公坑	2	3073
686	228	大坪崙仔	2	3311
687	228	溪底	2	3062
688	228	崁腳	2	569
689	227	庚仔坪頂	2	3315
690	227	尪仔上天	2	3291
691	227	八斗坑內	2	3307
692	229	中幅仔	2	3321
693	229	荖寮湖	2	3313
694	229	粗坑仔	2	3319
695	229	麻斯稟	2	3314
696	229	瑪鋉港口	2	3318
697	229	瑪鋉港內	2	3320
698	229	湳仔	2	579
699	229	二坪	2	572
700	229	大湖	2	461
701	229	大坪	2	570
702	229	野柳	2	3322
703	229	龜吼	2	3323
704	230	橫溪頭	2	3324
705	230	馬鞍格	2	3325
706	230	潭仔內	2	3076
707	230	牛埔仔	2	3066
708	230	葵扇湖	2	3329
709	230	倒照湖	2	589
710	230	半嶺仔	2	3333
711	230	頂六股	2	3117
712	230	下六股	2	3331
713	230	三界壇	2	3332
714	230	六股林口	2	3330
715	230	曲尺坑仔	2	595
716	230	竹仔山腳	2	3326
717	231	三重橋	2	3334
718	231	大孔尾	2	3335
719	231	死磺仔坪	2	3336
720	231	林口	2	3337
721	231	茅埔頭	2	3338
722	232	跳石	2	602
723	232	濆水	2	3339
724	232	西勢	2	1983
725	232	清水	2	606
726	232	萬里阿突	2	3119
727	232	大水堀	2	3340
728	232	西勢湖	2	607
729	232	尖山仔	2	3118
730	233	南勢湖	2	3341
731	233	庚仔坪	2	3342
732	233	坑仔內	2	528
733	233	金包里	2	3346
734	233	崙仔頂	2	223
736	233	田心仔	2	316
737	233	月眉	2	587
738	233	磺港	2	3344
739	233	社寮	2	3345
740	233	水尾	2	178
741	233	南勢	2	578
742	234	埤仔頭	2	620
743	234	荖阡坑	2	627
744	234	挖仔尾	2	3347
745	234	十三行	2	623
746	234	松仔腳	2	628
747	234	訊塘埔	2	625
748	234	廈竹圍仔	2	624
749	234	楓櫃斗湖	2	3021
751	234	中	2	3679
752	236	下罟仔	2	629
753	236	長道坑口	2	630
754	237	蛇仔形	2	523
755	237	渡船頭	2	632
756	237	大堀湖	2	635
757	237	大崁腳	2	634
758	237	噶瑪蘭坑	2	3348
759	240	頂坡角	2	636
760	240	啞口坑	2	3349
761	241	十八份坑	2	638
762	241	長窠仔	2	3020
763	242	崎仔腳	2	3077
764	242	大崎頭	2	641
765	243	店仔腳	2	3350
766	243	吳厝窠	2	643
767	243	大窠口	2	644
768	243	溝仔墘街	2	645
769	244	義學頂	2	3351
770	244	義學下	2	3352
771	244	義學口	2	3353
772	244	蘇厝窠	2	3019
773	244	麻竹坑	2	649
774	245	大窠坑	2	650
775	245	柯厝坑	2	3354
776	245	錢厝坑	2	652
777	245	橫窠仔	2	653
779	245	半山仔	2	3356
780	246	楓樹腳	2	656
781	246	下田心	2	657
782	247	田心仔	2	316
783	247	坡仔頭	2	3357
784	247	磚仔厝	2	3358
785	248	水碓	2	273
786	248	塭底	2	3359
787	248	水碓窠	2	660
788	249	石土地公	2	3360
789	249	外寮	2	3122
790	249	蓬萊坑	2	3361
791	250	洲仔	2	159
792	250	御史坑	2	666
793	251	成仔寮	2	3070
794	251	獅仔頭	2	668
795	251	北勢坑	2	3089
796	252	中坑	2	2186
797	252	崩山	2	3362
798	252	內岩	2	672
799	252	坑口	2	673
800	252	直坑	2	674
801	252	田仔埔	2	675
802	252	福隆山	2	676
803	253	五股坑	2	677
804	253	冷水坑	2	3158
805	253	壟鉤坑	2	3363
806	254	水尾	2	178
807	254	菁埔	2	681
808	254	中湖	2	682
809	254	湖仔	2	3364
810	254	後湖	2	684
811	254	東湖	2	3365
812	254	粉寮	2	689
813	254	新寮	2	453
814	254	樹林口	2	334
815	254	漳洲寮	2	3366
816	254	三塊厝	2	313
817	255	南勢埔	2	358
818	255	員堀仔	2	3094
819	255	竹圍仔	2	344
820	255	大牛稠	2	296
821	255	南勢埔尾	2	3088
822	255	頭湖	2	240
823	255	大崙	2	3367
824	255	前庄	2	698
825	256	下福	2	699
826	256	頂福	2	700
827	257	嘉溪仔坑	2	611
828	257	寶斗厝坑	2	612
829	258	瑞樹坑	2	3106
830	258	後坑	2	614
831	260	坑底	2	690
832	260	大坑	2	407
833	260	嶺腳	2	619
834	260	馬頭	2	3368
835	260	大菁坑	2	3111
836	260	新朝嶺	2	687
837	260	關公嶺	2	3093
838	260	尖山外	2	615
839	261	外社	2	3091
840	261	山腳	2	176
841	261	草仔崎	2	3369
842	262	海湖	2	670
843	262	頭前	2	671
844	262	後壁厝	2	678
845	263	頂社	2	3370
846	263	赤塗崎	2	3127
847	263	貓尾崎	2	2990
848	264	義重橋	2	3372
849	264	彭佳嶼	2	3373
850	264	棉花嶼	2	3374
851	264	花瓶嶼	2	3375
852	264	基隆嶼	2	3376
853	264	哨船頭	2	727
854	264	鼻仔頭	2	728
855	264	三沙灣	2	729
856	264	二沙灣	2	3377
857	268	社寮島	2	731
858	268	八尺門	2	3378
860	264	暗街仔	2	737
861	264	崁仔頂	2	738
862	264	草店尾	2	484
863	264	和興頭	2	3381
865	269	八斗仔	2	2816
866	269	沙仔園	2	3379
867	269	牛稠嶺	2	3380
868	264	石牌	2	480
869	274	深澳坑	2	2836
870	274	槓仔寮	2	3383
871	274	深澳坑口	2	3382
872	276	柑仔瀨	2	3384
873	276	苧仔潭	2	3385
874	281	草山	2	235
875	281	苦苓嶺	2	3386
876	281	石梯坑	2	3387
877	286	南仔吝	2	3388
878	286	哩咾	2	752
879	287	頂雙溪街	2	753
880	287	九份坑	2	3389
881	287	苕谷坑	2	3390
882	287	過港	2	3235
883	288	頂坪	2	3292
884	288	公館	2	758
885	288	八股	2	3391
886	288	內厝	2	760
887	288	頂坑	2	3396
888	288	新店	2	740
889	288	乾溪仔口	2	3395
890	288	丁仔蘭坑口	2	3392
891	288	乾溪仔	2	3393
892	288	粗坑仔	2	3319
893	288	礁溪仔	2	3394
894	289	三叉港	2	770
896	290	柑腳	2	771
897	290	下坑	2	3399
898	290	中坑	2	2186
899	290	外柑腳	2	3398
900	290	盤山坑	2	3400
901	290	崩山坑	2	3401
902	291	三叉坑	2	3032
903	291	四份仔	2	778
904	291	大埤	2	3402
905	292	內平林	2	780
906	292	外平林	2	3403
907	292	麻竹坑	2	649
908	292	新寮仔	2	3405
909	292	竹寮坑	2	3408
910	292	艋舺崙	2	3407
911	292	後蕃仔坑	2	3406
912	292	埔尾	2	377
913	292	大瀨	2	3404
914	292	下崁	2	799
915	296	五份	2	266
916	296	下坑	2	3399
917	296	頂坪	2	3292
918	296	粗坑	2	464
919	296	武丹坑	2	794
920	296	尪仔崙坑	2	3409
921	298	內寮	2	3104
922	298	槓仔寮	2	3383
923	302	下雙溪	2	798
924	302	坑仔內	2	528
925	303	遠望坑	2	3410
926	303	草嶺頂	2	3411
927	304	卯澳	2	3412
928	304	萊萊	2	3413
929	304	荖蘭	2	3414
930	304	隆隆	2	3415
931	304	挖仔	2	812
932	304	荖寮	2	3418
933	304	入桂	2	3417
934	304	虎仔山	2	3416
935	304	中心崙	2	810
936	304	龜媽坑	2	3419
937	304	新社田寮	2	806
938	305	水返港	2	3420
939	305	舊社	2	814
940	306	澳底	2	2849
941	306	火炎山	2	3421
942	306	石壁坑	2	3113
943	307	監寮	2	3422
944	307	內寮	2	3104
945	307	尖山腳	2	184
946	307	文秀坑	2	3423
947	308	雞母嶺	2	3033
948	308	巫里岸	2	3424
949	308	土地公嶺	2	3397
950	309	撈洞	2	3425
951	309	蚊仔坑	2	3426
952	309	北勢坑	2	3089
953	199	北港口	2	3237
954	199	五指山	2	3238
955	199	新山	2	439
956	199	柯仔坪	2	3239
962	310	大平	2	3428
963	310	後寮	2	356
964	310	破仔寮	2	3430
965	310	芊蓁坑	2	3254
966	310	竹仔山	2	3429
967	311	烏山	2	3431
968	311	灣潭	2	791
969	311	大湖尾	2	3433
970	311	三份二	2	3432
971	312	溪尾寮	2	3434
972	312	藤寮坑	2	793
973	313	料角坑	2	3435
974	313	保成坑	2	3436
975	313	卷仔坑	2	3437
976	313	糞箕湖	2	335
977	349	新店街	2	36
978	349	七張	2	707
979	349	十二張	2	845
980	349	十四張	2	846
981	349	二十張	2	847
982	349	寶斗厝	2	848
983	314	青潭街	2	849
984	314	蕃薯寮	2	850
985	314	四十份	2	866
986	314	十六份	2	3439
987	314	礤仔頭	2	3440
988	314	德高嶺	2	3026
989	314	十二份	2	3027
990	314	油車坑	2	3443
991	314	楣子寮	2	857
992	314	土崎頭	2	858
993	314	湖閃坑	2	3102
994	314	濕水仔	2	3441
995	314	大崎腳	2	3442
996	314	稻仔園坑	2	3015
997	314	員潭仔坑	2	856
998	314	雙坑	2	3444
999	314	六份	2	3246
1000	314	十份	2	3438
1001	315	過橋坑	2	3445
1002	315	赤皮湖	2	3276
1003	315	蘆竹濫	2	3446
1004	315	湖仔內	2	870
1005	315	小粗坑	2	871
1006	315	頂石厝	2	3447
1007	315	康雅崙	2	3448
1008	315	下石厝	2	3449
1009	315	中溪洲	2	3142
1010	315	灣潭	2	791
1011	315	屈尺	2	874
1012	315	礦窟	2	877
1013	315	直潭	2	875
1014	315	猴湖	2	3450
1015	315	塗潭	2	880
1016	316	公館崙	2	549
1017	316	薏仁坑	2	3451
1018	316	大茅埔	2	1464
1019	316	深坑仔	2	3470
1020	316	下城庄	2	2369
1021	316	內挖仔	2	3454
1022	316	大坪頂	2	3455
1023	316	豬肚山	2	3456
1024	316	芋寮湖	2	3457
1025	316	柴埕街	2	891
1026	316	大湖底	2	3458
1027	316	十四份	2	265
1028	316	石頭厝	2	3179
1029	316	大楠坑	2	3459
1030	316	二叭仔	2	3468
1031	316	一股坡	2	3461
1032	316	車仔路	2	3114
1033	316	三城湖	2	3469
1034	316	大粗坑	2	3034
1035	316	九甲三	2	3462
1036	316	撐荖寮	2	3467
1037	316	外挖仔	2	3464
1038	316	鳥嘴坑	2	3016
1039	316	大坪腳	2	3466
1040	316	六十三份	2	3463
1041	316	木柵	2	920
1042	316	頂城	2	3098
1043	316	溪洲	2	900
1044	316	溪西	2	3460
1045	316	三城	2	912
1046	316	四城	2	913
1047	316	五城	2	914
1048	316	下城	2	3024
1049	316	頭城	2	3452
1050	316	二城	2	3025
1051	316	上五十六份	2	3465
1052	317	景尾街	2	917
1053	317	溪仔口	2	918
1054	317	三塊厝	2	313
1055	317	番婆厝	2	3082
1056	317	頂內館	2	3471
1057	317	公館街	2	924
1058	317	溪洲	2	900
1060	319	待老坑	2	3472
1061	319	石碣頭	2	3473
