識別碼	上層識別碼	地名	級別	代碼
2239	1415	十三甲	2	1990
2240	1418	汴頭	2	2142
2241	1418	大竹圍	2	20
2242	1418	阿狂厝	2	1993
2243	1419	大突	2	1963
2244	1419	北勢尾	2	3775
2245	1421	西勢厝	2	3776
2246	1421	新厝館	2	1966
2247	1421	番婆	2	3777
2248	1423	浸水	2	1968
2249	1423	朴鼎金	2	3778
2250	1435	萬興	2	3779
2251	1435	柳仔溝	2	1971
2252	1437	塗仔崙	2	3780
2253	1437	外崙仔腳	2	3781
2254	1437	詹厝仔	2	3782
2255	1507	海墘厝	2	1934
2256	1507	溫寮	2	2615
2257	1531	廓仔	2	1641
2258	1531	六股	2	1466
2259	1490	社尾	2	1263
2260	1490	溪埔	2	1653
2261	1492	頂山腳	2	1332
2262	1492	下山腳	2	1933
2263	1507	大安港	2	1936
2264	1582	平林	2	3783
2265	1582	雙冬	2	1644
2266	1583	集集	2	1645
2267	1583	雞籠山	2	1646
2268	1585	柴橋頭	2	1118
2269	1585	吳厝	2	1482
2270	1585	洞角	2	2072
2271	1585	北勢坑	2	3089
2272	1604	埔里社	2	1651
2273	1604	梅仔腳	2	1652
2274	1604	茄苳腳	2	1111
2275	1633	竹圍仔	2	344
2276	1633	下坪	2	2427
2277	1633	回瑤	2	1654
2278	1636	和溪厝	2	1655
2279	1636	柯仔坑	2	1656
2280	1636	枋寮仔	2	1657
2281	1636	車店仔	2	1658
2282	1637	東埔蚋	2	1659
2283	1637	江西林	2	1660
2284	1637	籐湖	2	1661
2285	1638	筍仔林	2	1662
2286	1638	鹿仔坑	2	1663
2287	1641	後埔仔	2	2067
2288	1641	溪洲仔	2	217
2289	1641	水車	2	2069
2290	1642	頂林	2	2070
2291	1642	大坑	2	407
2292	1642	中心崙	2	810
2293	1644	羌仔寮	2	2052
2294	1644	新寮	2	453
2297	1659	東門內	2	1974
2298	1659	東門外	2	16
2299	1659	西門內	2	2111
2300	1659	西門外	2	1621
2301	1659	南門內	2	2103
2302	1659	南門外	2	1624
2303	1659	北門內	2	3101
2304	1659	北門外	2	1628
2305	1659	大街	2	1648
2306	1659	內教場	2	1649
2307	1659	總爺	2	1650
2308	1680	頂中下街	2	1521
2309	1680	興化廓	2	1522
2310	1680	赤蘭埔	2	1523
2311	1681	司公廓	2	1524
2312	1681	公館	2	758
2313	1761	鴨母圣	2	3784
2314	1761	雙福	2	3785
2315	1768	好收	2	1528
2316	1768	竹圍後	2	3786
2317	1771	菁埔社溝	2	3787
2318	1781	崙尾	2	3788
2319	1781	天赦	2	3789
2320	1788	古民	2	3790
2321	1788	中民	2	3791
2322	1838	將軍崙	2	3792
2323	1838	新庄	2	1108
2324	1843	大東	2	1433
2325	1843	新崙	2	3793
2326	1848	庵古坑	2	3794
2327	1848	楠仔	2	3795
2328	1856	海豐崙	2	1991
2329	1856	朱丹灣	2	1992
2330	1857	保長廓	2	3796
2331	1857	虎尾溪	2	3797
2332	1857	後庄仔	2	152
2333	1863	林仔頭	2	1423
2334	1863	蕃仔溝	2	1424
2335	1864	溝仔壩	2	3798
2336	1864	柴裡	2	3799
2337	1864	瓦厝仔	2	1427
2338	1865	大崙	2	3367
2339	1865	茄苳腳	2	1111
2340	1866	大潭	2	3682
2341	1868	大北勢	2	3800
2342	1868	甲六埤	2	3801
2343	1868	林仔頭	2	1423
2344	1878	大北園	2	3802
2345	1878	新庄仔	2	402
2346	1887	三塊厝	2	313
2347	1887	鹿場	2	1638
2348	1920	許厝寮	2	3803
2349	1920	后安寮	2	3804
2350	1952	飛沙	2	3805
2351	1952	三姓寮	2	1440
2352	1978	後溝仔	2	3806
2353	2121	岸內	2	3808
2354	2121	汫水港	2	3809
2355	2121	鳥松腳	2	3810
2356	2122	下中	2	1446
2357	2122	牛稠仔	2	2128
2358	2123	頂溪洲寮	2	3811
2359	2123	下溪洲寮	2	3812
2360	2124	竹仔腳	2	2136
2361	2124	菜公堂	2	1309
2362	2124	上帝廟	2	3813
2363	2126	孫厝寮	2	1207
2364	2126	番仔寮	2	436
2365	2127	舊營	2	3814
2366	2127	後寮	2	356
2367	2134	太子宮	2	1447
2368	2134	埤仔底	2	3815
2369	2134	竹圍仔	2	344
2370	2138	查畝營	2	1203
2371	2138	溫厝廓	2	3816
2372	2139	八老爺	2	1205
2373	2139	半路店	2	3515
2374	2159	大庄	2	241
2375	2159	科裡	2	1208
2376	2159	枋仔林	2	1209
2377	2170	糞箕湖	2	335
2378	2170	木屐寮	2	2501
2379	2178	頂寮	2	560
2380	2178	下寮	2	424
2381	2181	上茄苳	2	3817
2382	2193	埤子頭	2	3818
2383	2193	五汴頭	2	2031
2384	2199	魚寮	2	3820
2385	2199	下長短樹	2	3821
2386	2199	藥店口	2	3822
2387	2200	新港東	2	1220
2388	2200	茄苳仔	2	1221
2389	2202	後壁寮	2	3819
2390	2263	觀音廟	2	1222
2391	2263	王公廟	2	1053
2392	2263	太子廟	2	3823
2393	2370	頂蚵仔寮	2	3824
2394	2370	下蚵仔寮	2	3825
2398	2424	右沖	2	3828
2399	2424	苦瓜寮	2	3829
2400	2425	後勁	2	1062
2401	2425	月眉	2	587
2402	2434	內惟	2	3830
2403	2434	龍水	2	3831
2404	2434	凹仔底	2	3832
2405	2436	覆鼎金	2	3833
2406	2436	新庄仔	2	402
2407	2438	赤山	2	1077
2408	2438	獅頭	2	3834
2409	2445	灣仔內	2	3835
2410	2445	寶珠溝	2	3836
2411	2450	鹽埕埔	2	3837
2412	2450	旗後	2	1063
2413	2450	中洲	2	172
2414	2450	鳥松	2	3838
2415	2450	大港	2	3839
2416	2450	三塊厝	2	313
2417	2458	籬仔內	2	3840
2418	2458	崗山仔	2	3841
2419	2461	七老爺	2	3842
2420	2461	一甲	2	3843
2421	2462	五甲	2	3844
2422	2462	牛寮	2	3845
2423	2463	縣口	2	827
2424	2463	火房口	2	828
2425	2463	大老衙	2	3846
2426	2463	草店尾	2	484
2427	2466	道爺廓	2	3847
2428	2466	下菜園	2	832
2429	2486	潮洲寮	2	833
2430	2486	赤崁	2	3848
2431	2495	港仔埔	2	3849
2432	2495	中坑門	2	3850
2433	2496	苦苓腳	2	1070
2434	2496	王公廟	2	1053
2435	2502	芎蕉腳	2	2029
2436	2502	大寮	2	526
2437	2574	東甲	2	839
2438	2574	西甲	2	840
2439	2574	中甲	2	841
2440	2574	北甲	2	842
2441	2576	巷口	2	843
2442	2576	北埔	2	844
2443	2581	二重港	2	834
2444	2581	三寮港	2	3851
2445	2629	保力	2	3855
2446	2629	山腳	2	176
2447	2629	竹社	2	3856
2448	2656	後堀仔	2	3004
2451	2710	枋寮	2	174
2452	2710	北勢寮	2	964
2453	2815	上大平頂	2	3853
2454	2815	下大平頂	2	3854
2502	2913	姑仔律	2	3893
2503	2913	大峰峰	2	3894
2504	2913	大尖石	2	3895
2505	1229	井仔頭	2	2097
2506	1229	蔗蔀	2	1672
2512	1371	梧鳳	2	3899
2513	1371	二重湳	2	3900
2515	2450	哨船頭	2	727
2710	3013	本町	1	1
2711	3013	京町	1	2
2712	3013	大和町	1	3
2713	3013	北門町	1	4
2714	3013	明石町	1	5
2715	3013	表町	1	6
2716	3013	文武町	1	7
2717	3013	榮町	1	8
2718	3013	乃木町	1	9
2719	3013	書院町	1	5327
2720	3013	南北町	1	5328
2721	3013	旭町	1	12
2722	3013	東門町	1	13
2723	3013	樺山町	1	14
2724	3013	幸町	1	15
2725	3013	古亭町	1	16
2726	3013	川端町	1	17
2727	3013	水道町	1	18
2728	3013	富田町	1	19
2729	3013	兒玉町	1	20
2730	3013	佐久間町	1	21
2731	3013	龍口町	1	22
2732	3013	新榮町	1	23
2733	3013	千歲町	1	24
2734	3013	福住町	1	25
2735	3013	錦町	1	26
2736	3013	大安	1	5329
2737	3013	六張犁	1	28
2738	3013	下內埔	1	29
2739	3013	入船町	1	30
2740	3013	有明町	1	31
2741	3013	元園町	1	32
2742	3013	新起町	1	33
2743	3013	新富町	1	34
2744	3013	西門町	1	35
2745	3013	末廣町	1	36
2746	3013	壽町	1	37
2747	3013	築地町	1	38
2748	3013	濱町	1	39
2749	3013	若竹町	1	40
2750	3013	老松町	1	41
2751	3013	八甲町	1	42
2752	3013	龍山寺町	1	43
2753	3013	綠町	1	44
2754	3013	柳町	1	45
2755	3013	堀江町	1	46
2756	3013	日新町	1	47
2757	3013	蓬萊町	1	48
2758	3013	建成町	1	49
2759	3013	下奎府町	1	50
2760	3013	太平町	1	51
2761	3013	港町	1	52
2762	3013	永樂町	1	53
2763	3013	大橋町	1	54
2764	3013	上奎府町	1	55
2765	3013	泉町	1	56
2766	3013	大正町	1	57
2767	3013	三橋町	1	58
2768	3013	御成町	1	59
2769	3013	宮前町	1	60
2770	3013	中庄子	1	61
2771	3013	朱厝崙	1	62
2772	3013	上埤頭	1	63
2773	3013	下埤頭	1	64
2774	3013	西新庄仔	1	65
2775	3013	圓山町	1	66
2776	3013	大龍峒町	1	67
2777	3013	河合町	1	68
2778	3013	中崙	1	69
2779	3014	松山	1	70
2780	3014	中坡	1	71
2781	3014	興雅	1	73
2782	3014	五分埔	1	72
2783	3014	三張犁	1	4452
2784	3014	上塔悠	1	75
2785	3014	下塔悠	1	76
2786	3014	頂東勢	1	77
2787	3014	舊里族	1	78
2788	3015	後山	1	86
2789	3015	新里族	1	5340
2790	3015	後山坡	1	81
2791	3015	南港舊	1	82
2792	3015	山豬窟	1	5331
2793	3015	北勢湖	1	846
2794	3015	四分子	1	85
2795	3015	新里族十四分坡內	1	2894
2796	3013	東園町	1	87
2797	3013	西園町	1	88
2798	3013	馬場町	1	89
2799	3016	番子園	1	94
2800	3016	下深坵	1	99
2801	3016	四汴頭	1	92
2802	3016	江子翠	1	84
2803	3016	板橋	1	90
2804	3016	沙崙	1	95
2805	3016	溪洲	1	96
2806	3016	深坵	1	97
2807	3016	埔墘	1	98
2808	3016	後埔	1	91
2809	3016	新埔	1	100
2810	3016	社後	1	101
2811	3016	湳子	1	93
2812	3017	漳和	1	104
2813	3017	永和	1	5332
2814	3017	中坑	1	106
2815	3017	秀朗	1	5333
2816	3017	潭墘	1	111
2817	3017	員山子	1	109
2818	3017	四十張	1	107
2819	3017	南勢角	1	113
2820	3017	外員山	1	108
2821	3017	龜崙蘭溪洲下溪洲	1	2829
2822	3018	頂埔	1	119
2823	3018	員林	1	115
2824	3018	埤塘	1	116
2825	3018	清水坑	1	5334
2826	3018	廷寮坑	1	5335
2827	3018	柑林埤	1	114
2828	3018	媽祖田	1	5336
2829	3018	大安寮	1	121
2830	3018	沛舍坡	1	599
2831	3013	大宮町	1	124
2832	3013	大直	1	125
2833	3019	臼子林	1	359
2834	3015	內湖	1	143
2835	3015	新里族十四分	1	2988
2836	3015	新里族白石湖	1	2873
2837	3020	下東勢	1	135
2838	3020	福德洋	1	127
2839	3020	林子口	1	128
2840	3020	三角埔	1	134
2841	3020	公館地	1	142
2842	3020	溪洲底	1	131
2843	3020	湳雅	1	132
2844	3020	石角	1	133
2845	3020	洲尾	1	129
2846	3020	士林	1	126
2847	3020	草山	1	136
2848	3020	菁礐	1	5337
2849	3020	七股	1	138
2850	3020	坪頂	1	5338
2851	3020	雙溪	1	140
2852	3020	永福	1	5339
2853	3020	社子	1	130
2855	3021	和尚洲溪墘	1	146
2856	3021	和尚洲中路	1	155
2857	3021	和尚洲水湳	1	156
2858	3021	三重埔	1	365
2860	3022	石牌	1	150
2861	3022	北投	1	149
2862	3022	頂北投	1	148
2863	3022	唭里岸	1	151
2864	3022	嘎嘮別	1	152
2865	3022	竹子湖	1	5341
2890	3024	錫板	1	4720
2892	3024	後厝	1	184
2893	3024	水口	1	3665
2894	3024	舊小基隆	1	186
2895	3024	新小基隆	1	4721
2896	3025	汐止	1	191
2897	3025	北港	1	201
2898	3025	社後	1	101
2899	3025	橫科	1	196
2900	3025	十三分	1	195
2901	3025	茄苳腳	1	194
2902	3025	白匏湖	1	4724
2903	3025	康誥坑	1	4725
2904	3025	鄉長厝	1	4723
2905	3025	樟樹灣	1	200
2906	3025	保長坑	1	192
2907	3025	叭嗹港	1	202
2908	3025	石硿子	1	4726
2909	3025	姜子寮	1	4727
2910	3025	鵠鵠崙	1	205
2911	3026	老梅	1	4722
2912	3026	石門	1	188
2913	3026	頭圍	1	189
2914	3027	十分寮	1	206
2915	3027	石底	1	4565
2916	3026	下角	1	4739
2924	3033	下罟子	1	238
2925	3033	長道坑	1	237
2926	3033	小八里坌	1	236
2927	3033	大八里坌	1	4747
2928	3028	社寮	1	269
2929	3028	基隆	1	4731
2930	3028	外木山	1	4730
2931	3028	內木山	1	4729
2932	3028	田寮港	1	266
2933	3029	暖暖	1	213
2934	3029	碇內	1	4622
2935	3029	八堵	1	215
2936	3029	七堵	1	216
2937	3029	六堵	1	222
2938	3029	港口	1	218
2939	3029	友蚋	1	4732
2940	3029	五堵	1	4733
2941	3029	草濫	1	3714
2942	3029	鶯歌石	1	217
2943	3029	瑪陵坑	1	4735
2944	3030	三爪子	1	4736
2945	3030	桀魚坑	1	225
2946	3030	四腳亭	1	4737
2947	3030	大坑埔	1	4738
2948	3019	貴子坑	1	240
2949	3019	下坡角	1	241
2950	3019	頂坡角	1	242
2951	3019	大窠坑	1	2839
2952	3019	崎子腳	1	244
2953	3019	海山頭	1	4788
2955	3019	中港厝	1	356
2956	3019	楓樹腳	1	248
2957	3019	柑子林	1	1536
2958	3034	水碓	1	250
2959	3034	更寮	1	362
2960	3034	州子	1	232
2961	3034	新塭	1	363
2962	3034	石土地公蓬萊坑	1	2779
2963	3034	五股坑	1	255
2964	3035	菁埔	1	256
2965	3035	南勢埔	1	257
2966	3035	小南灣	1	4753
2967	3035	大南灣	1	259
2968	3035	瑞樹坑	1	260
2969	3035	大平嶺	1	261
2974	3028	大竿林	1	190
2975	3028	大水窟	1	4757
2976	3028	大沙灣	1	4758
2977	3028	大武崙	1	4728
2978	3028	八斗子	1	270
2979	3028	獅球嶺	1	272
2980	3028	蚵殼港	1	271
2981	3028	石硬港	1	273
2982	3028	牛稠港	1	274
2983	3028	深澳坑	1	275
2984	3028	罾子寮	1	5240
2985	3030	柑子瀨	1	277
2986	3030	龍潭堵	1	2941
2987	3030	九芎橋	1	199
2988	3030	水南洞	1	284
2989	3030	庚子寮	1	2620
2991	3030	南子吝	1	286
2992	3030	金瓜石	1	2628
2993	3030	九分	1	285
2994	3030	鼻頭	1	3019
2995	3030	深澳	1	4759
2996	3038	雙溪	1	140
2997	3038	魚行	1	4760
2998	3038	大平	1	310
2999	3038	柑腳	1	4761
3000	3038	烏山	1	4770
3001	3038	平林	1	292
3002	3038	石筍	1	4763
3003	3038	燦光寮	1	4762
3004	3038	石壁坑	1	295
3005	3038	武丹坑	1	296
3006	3038	柑子瀨	1	277
3007	3039	貢寮	1	278
3008	3039	枋腳	1	4614
3009	3039	長潭	1	4765
3010	3039	撈洞	1	309
3011	3039	丹裡	1	4769
3012	3039	澳底	1	306
3013	3039	社里	1	4768
3014	3039	田寮洋	1	4767
3015	3039	遠望坑	1	4766
3016	3039	下雙溪	1	487
3017	3039	雞母嶺	1	308
3018	3039	大石壁坑	1	330
3023	3040	安坑	1	4773
3024	3040	青潭	1	4629
3025	3040	直潭	1	316
3027	3041	內湖馬明潭	1	3809
3028	3041	坡內坑小坑	1	2891
3029	3041	坡內坑新興	1	2888
3030	3041	萬盛溪子口	1	2601
3031	3041	萬盛三塊厝	1	3095
3032	3041	萬盛公館街	1	4627
3034	3041	萬盛頂公館	1	2843
3035	3041	萬順寮大坑	1	2659
3037	3041	阿柔坑炮子崙	1	2847
3038	3042	楓子林	1	328
3039	3042	新興坑	1	329
3040	3042	烏塗窟	1	337
3041	3042	松柏崎	1	4778
3042	3042	玉桂嶺	1	340
3043	3042	蓬萊寮	1	4781
3044	3042	小格頭	1	341
3046	3042	鹿窟	1	334
3047	3042	雙溪	1	140
3048	3042	石碇	1	338
3049	3042	崩山	1	320
3050	3042	排寮	1	4780
3051	3042	楓子林冷飯坑	1	3122
3052	3043	水聳凄坑苦苓腳	1	4435
3053	3043	九芎林	1	343
3054	3043	楣子寮	1	4656
3055	3043	坑子口	1	264
3056	3043	逮魚堀	1	346
3057	3043	大粗坑	1	351
3058	3043	大舌湖	1	348
3059	3043	柑腳坑	1	349
3060	3043	鷺鶿岫	1	350
3061	3043	坪林	1	342
3062	3043	灣潭	1	4784
3063	3043	闊瀨	1	353
3064	3043	忠崙	1	3243
3065	3021	二重埔	1	364
3066	3021	二重埔菜寮	1	3109
3067	3019	新莊	1	355
3068	3019	西盛	1	123
3069	3019	頭前	1	357
3070	3019	埤角	1	4786
3071	3019	山腳	1	245
3072	3019	營盤	1	4787
3073	3019	義學	1	4749
3074	3034	觀音坑	1	4752
3075	3034	成子寮	1	253
3076	3044	宜蘭	1	366
3077	3044	壯一	1	367
3078	3044	壯二	1	368
3079	3044	壯四	1	4789
3080	3044	壯三	1	369
3081	3044	七張	1	4027
3082	3045	壯七	1	473
3083	3045	壯五	1	471
3084	3045	美福	1	475
3085	3045	南興	1	476
3086	3045	廓後	1	477
3087	3045	公館	1	478
3088	3045	霧罕	1	4790
3089	3045	新興	1	480
3090	3045	過嶺	1	481
3091	3045	大福	1	529
3092	3045	新發	1	4180
3093	3045	功勞	1	4792
3094	3045	壯六	1	472
3095	3044	艮門	1	3861
3097	3046	內員山	1	4794
3098	3046	枕頭山	1	493
3099	3046	結頭分	1	4793
3101	3046	深溝	1	490
3102	3046	四鬮	1	491
3103	3046	大湖	1	492
3104	3046	三鬮	1	4105
3105	3046	新城	1	495
3107	3046	洲子	1	498
3108	3046	新城阿蘭城	1	4162
3110	3047	匏狗	1	4440
3111	3047	大陂	1	500
3112	3047	二結	1	501
3113	3047	林尾	1	502
3114	3047	四結	1	503
3115	3047	瑪僯	1	4664
3116	3047	武暖	1	509
3117	3047	大塭	1	4169
3118	3047	柴圍	1	4621
3119	3047	塭底	1	4798
3120	3047	高東	1	3674
3121	3047	七結	1	4796
3122	3047	茅埔	1	511
3123	3047	踏踏	1	512
3124	3047	六結	1	504
3125	3047	礁溪	1	514
3126	3047	湯圍	1	517
3127	3044	坤門	1	4296
3128	3044	一結	1	523
3129	3045	五間	1	4799
3130	3045	土圍	1	4800
3131	3045	抵美	1	526
3132	3045	古亭笨	1	527
3133	3045	三塊厝	1	482
3134	3047	五股	1	516
3136	3047	抵百葉	1	4797
3137	3047	奇立丹	1	499
3138	3047	淇武蘭	1	4557
3139	3047	車路頭	1	513
3140	3047	番割田	1	4082
3141	3047	白石腳	1	528
3142	3048	三抱竹	1	530
3143	3048	拔雅林	1	519
3144	3048	大里簡	1	4804
3145	3048	大坑罟	1	520
3146	3048	頭圍	1	189
3147	3048	福成	1	4555
3148	3048	金面	1	4801
3149	3048	二圍	1	533
3150	3048	下埔	1	539
3151	3048	中崙	1	69
3152	3048	港澳	1	4802
3153	3048	梗枋	1	4803
3154	3048	大溪	1	542
3155	3048	新興	1	480
3156	3048	龜山	1	544
3227	3055	福德坑	1	4666
3228	3055	十三添	1	626
3229	3055	麥子園	1	4810
3230	3055	陂子墘	1	5320
3231	3055	公館後	1	602
3232	3055	隆恩埔	1	4809
3233	3055	劉厝埔	1	623
3234	3055	茅埔	1	511
3235	3055	鳶山	1	606
3236	3055	中埔	1	605
3237	3055	礁溪	1	514
3238	3055	麻園	1	593
3239	3055	三峽	1	603
3240	3055	大埔	1	572
3241	3055	竹崙	1	4813
3242	3055	白雞	1	631
3243	3055	成福	1	632
3244	3055	橫溪	1	4812
3245	3055	挖子	1	634
3246	3055	大寮	1	635
3247	3055	八張	1	604
3248	3056	橋子頭	1	651
3249	3056	三塊厝	1	482
3250	3056	石頭溪	1	639
3251	3056	桃子腳	1	640
3252	3056	溪墘厝	1	641
3253	3056	坡內坑	1	3950
3254	3056	羌子寮	1	638
3255	3056	三角埔	1	134
3256	3056	圳岸腳	1	645
3257	3056	南靖厝	1	4817
3258	3056	阿南坑	1	4663
3259	3056	山子腳	1	648
3260	3056	石灰坑	1	649
3261	3056	樟樹窟	1	4816
3262	3056	二甲九	1	652
3263	3056	崙子	1	637
3264	3056	尖山	1	653
3265	3056	鶯歌	1	654
3266	3056	潭底	1	646
3267	3056	彭福	1	4815
3268	3056	大湖	1	492
3462	3071	頂中股	1	4744
3463	3071	頂角	1	4743
3464	3071	中角	1	4745
3465	3071	下中股	1	4746
3466	3072	下萬里加投	1	4740
3467	3072	頂萬里加投	1	4741
3468	3072	中萬里加投	1	4742
5028	3222	圍子內	1	2085
5029	3222	頂茄萣	1	2288
5030	3222	崎漏	1	5088
5031	3222	海埔	1	2204
5032	3223	一甲	1	1622
5033	3223	新園	1	2022
5034	3223	營後	1	5097
5035	3223	下坑	1	2321
5036	3223	下社	1	5102
5037	3223	後鄉	1	5099
5038	3223	竹滬	1	5100
5042	3222	大湖	1	492
5043	3222	湖內	1	5101
5044	3223	路竹	1	2329
5045	3223	大社	1	1165
5046	3223	北嶺墘	1	5098
5047	3223	鴨母寮	1	1286
5048	3223	三爺埤	1	5103
5049	3224	街尾崙	1	2361
5050	3224	灣子內	1	2328
5051	3224	五甲尾	1	5104
5052	3224	前峰子	1	5105
5054	3224	臺上	1	2339
5055	3225	梓官	1	2352
5056	3225	赤崁	1	2355
5057	3224	岡山	1	2358
5058	3224	前峰	1	2359
5059	3224	後協	1	2360
5060	3224	挓子	1	2337
5061	3224	白米	1	5111
5062	3224	後紅	1	2383
5063	3224	大寮	1	635
5064	3225	彌陀	1	2346
5065	3225	鹽埕	1	2285
5066	3225	漯底	1	2348
5067	3225	海尾	1	5108
5068	3225	港口崙	1	5109
5069	3225	舊港口	1	2351
5070	3225	烏樹林	1	720
5071	3225	石螺潭	1	2353
5072	3225	大舍甲	1	5110
5073	3225	竹子港	1	2357
5074	3225	蚵子寮	1	2356
5075	3225	茄苳坑	1	4832
5076	3226	岡山營	1	2344
5077	3226	崙子頂	1	300
5078	3226	石案潭	1	5106
5079	3226	中路	1	3157
5080	3226	阿蓮	1	2340
5081	3226	九鬮	1	5107
5082	3226	土庫	1	323
5115	3234	戲獅甲	1	2434
5131	3231	大樹	1	2462
5132	3231	溪埔	1	2395
5133	3231	姑婆寮	1	2396
5143	3232	赤山	1	2418
5144	3233	地埔	1	5137
5145	3233	鳥松	1	5133
5146	3233	夢裡	1	5134
5147	3233	本館	1	5135
5150	3233	灣子內	1	2328
5151	3233	田草埔	1	5136
5152	3233	山子腳	1	648
5153	3233	大腳腿	1	2162
5154	3233	十九灣	1	5138
5155	3234	苓雅寮	1	2429
5156	3232	五甲	1	2291
5157	3232	鳳山	1	2417
5158	3232	新甲	1	4704
5159	3232	縣口	1	3251
5160	3232	籬仔內	1	5139
5161	3232	五塊厝	1	858
5162	3232	竹子腳	1	1274
5163	3232	道爺廓	1	5142
5164	3234	過田子	1	2430
5165	3234	林德官	1	2431
5166	3234	大港埔	1	2432
5167	3234	戲獺甲	1	3274
5168	3234	前鎮	1	2433
5169	3232	灣子頭	1	5143
5170	3232	過埤子	1	5144
5171	3235	二苓	1	2451
5172	3235	小港	1	2450
5173	3235	二橋	1	5096
5174	3235	中廓	1	5146
5175	3235	佛公	1	5149
5176	3235	舊廓	1	2148
5177	3235	中大厝	1	5148
5178	3235	空地子	1	5147
5179	3235	大坪頂	1	2443
5180	3235	莿蔥腳	1	5145
5181	3235	大人宮	1	5150
5182	3235	店子後	1	5151
5183	3235	大林蒲	1	2454
5184	3235	鳳鼻頭	1	2455
5185	3235	鹽水港	1	951
5186	3235	中林子	1	5152
5187	3235	紅毛港	1	2458
5188	3236	赤崁	1	2355
5189	3236	大寮	1	635
5190	3236	翁公園	1	2460
5191	3236	磚子瑤	1	2461
5192	3231	檨子腳	1	2394
5193	3231	小坪頂	1	172
5194	3231	九曲堂	1	2464
5195	3231	無水寮	1	3730
5196	3236	山子頂	1	673
5197	3237	林子邊	1	2312
5198	3237	港子埔	1	2467
5199	3237	王公廟	1	2176
5200	3237	汕尾	1	2469
5201	3237	中芸	1	2470
5203	3237	溪洲	1	96
5204	3237	拷潭	1	5154
5304	3249	觀音亭	1	1912
5305	3249	東勢埔	1	1915
5306	3249	腳帛寮	1	5172
5307	3249	萊子坑	1	1730
5309	3249	中埔	1	605
5310	3249	溝坪	1	1729
5311	3249	木柵	1	1914
5312	3250	旗山	1	1916
5313	3250	旗尾	1	964
5314	3250	溪州	1	886
5315	3250	勞碡坑	1	1728
5316	3251	新庄	1	620
5317	3251	杉林	1	1724
5318	3251	月眉	1	557
5319	3251	十張犁	1	1959
5320	3252	東阿里關	1	1725
5321	3252	東大邱園	1	1726
5322	3253	土壟灣	1	1765
5323	3253	六龜	1	1789
5324	3253	荖濃	1	1681
5325	3253	新開	1	1682
5326	3254	潮洲五魁寮	1	2635
5327	3254	五魁寮	1	1631
5328	3254	八老爺	1	2150
5329	3254	檨子腳	1	2394
5330	3254	崙子頂	1	300
5331	3254	四林	1	299
5332	3255	五溝水	1	1632
5333	3255	四溝水	1	302
5334	3255	佳佐	1	303
5335	3255	新厝	1	2165
5336	3255	赤山	1	2418
5338	3256	新埤	1	1634
5339	3256	打鐵	1	1635
5340	3256	南岸	1	1525
5341	3256	建功	1	1526
5342	3256	餉潭	1	1527
5343	3256	糞箕湖	1	577
5344	3258	崁頂	1	2536
5345	3258	力社	1	1633
5346	3258	洲子	1	498
5347	3258	新園	1	2022
5348	3259	東港	1	1528
5349	3259	新街	1	1496
5350	3259	下廓	1	1397
5351	3259	龜夷	1	3250
5352	3259	南屏	1	1396
5353	3259	琉球台	1	4298
5354	3259	三西和	1	1398
5355	3260	車路墘	1	1151
5356	3260	函子口	1	1273
5357	3260	竹子腳	1	1274
5358	3260	田墘厝	1	1275
5359	3260	七塊厝	1	1411
5360	3260	巷子內	1	1183
5361	3260	濫頭	1	1276
5362	3260	林邊	1	1399
5363	3260	牛埔	1	947
5364	3260	溪洲	1	96
5365	3257	大庄	1	1206
5366	3257	內寮	1	815
5367	3257	新開	1	1682
5368	3257	枋寮	1	738
5370	3257	北旗尾	1	1181
5371	3257	大嚮營	1	1182
5372	3257	水底寮	1	1264
5373	3261	石光見	1	1184
5374	3261	下埔頭	1	5174
5375	3261	葫爐尾	1	1186
5376	3261	大武丁	1	1100
5377	3261	武丁潭	1	1099
5378	3261	昌隆	1	1187
5379	3261	塭子	1	2108
5380	3261	羌園	1	1101
5381	3261	佳冬	1	1185
5382	3250	圓潭子	1	1727
5383	3250	手巾寮	1	965
5384	3251	茄苳湖	1	953
5385	3262	龍肚	1	1103
5386	3262	中壇	1	1104
5387	3262	美濃	1	959
5388	3262	吉洋	1	962
5389	3262	金瓜寮	1	961
5390	3262	竹頭角	1	960
5391	3263	九塊厝三塊厝	1	3290
5392	3263	下冷水坑	1	809
5393	3263	三塊厝	1	482
5394	3263	後庄	1	842
5395	3263	東寧	1	811
5396	3264	里港	1	812
5397	3264	武洛	1	813
5399	3264	土庫	1	323
5400	3264	中崙	1	69
5401	3264	塔樓	1	814
5402	3264	三張廓	1	817
5404	3265	埔羌崙	1	1882
5405	3265	阿拔泉	1	2347
5406	3265	東振新	1	2325
5407	3265	加蚋埔	1	3124
5408	3265	高樹	1	963
5409	3266	屏東	1	2181
5410	3269	狗氳氥	1	2009
5411	3269	水蛙潭	1	5180
5412	3269	牛稠埔	1	1602
5413	3269	打鹿埔	1	5181
5414	3269	南安老	1	2013
5415	3269	田寮	1	990
5416	3266	崇蘭	1	2182
5418	3266	歸來	1	2184
5419	3266	公館	1	478
5420	3266	大湖	1	492
5421	3266	海豐	1	2040
5422	3267	麟洛	1	2187
5423	3267	長興	1	2188
5424	3267	德協	1	2189
5425	3267	番子寮	1	663
5426	3268	鹽埔	1	621
5427	3268	彭厝	1	2190
